,TopMatch1,TopMatch2,TopMatch3,TopMatch4,TopMatch5
phosphate acquisition,"('actin phosphorylation', 0.67)","('actin phosphorylation', 0.67)","('2-phosphoglycerate kinase activity', 0.62)","('photosynthetic state transition', 0.6153846153846154)","('phosphorylation', 0.6111111111111112)"
phosphatidate biosynthesis (yeast),"('phosphocreatine biosynthetic process', 0.71)","('phosphocreatine biosynthetic process', 0.71)","('polyphosphate biosynthetic process', 0.7)","('phosphagen biosynthetic process', 0.7)","('phosphagen biosynthetic process', 0.7)"
"phosphatidate metabolism, as a signaling molecule","('small molecule metabolic process', 0.62)","('small molecule catabolic process', 0.6)","('regulation of small molecule metabolic process', 0.6)","('regulation of small molecule metabolic process', 0.6)","('small molecule catabolic process', 0.6)"
phosphatidylcholine acyl editing,"('phosphatidylcholine acyl-chain remodeling', 0.821917808219178)","('phosphatidylethanolamine acyl-chain remodeling', 0.7435897435897436)","('phosphatidylserine acyl-chain remodeling', 0.7222222222222222)","('phosphatidylglycerol acyl-chain remodeling', 0.7027027027027027)","('phosphatidylcholine metabolic process', 0.6956521739130435)"
phosphatidylcholine biosynthesis I,"('phosphatidylcholine biosynthetic process', 0.8378378378378378)","('phosphatidylcholine biosynthetic process', 0.8378378378378378)","('phosphatidylcholine biosynthetic process', 0.8378378378378378)","('phosphatidylethanolamine biosynthetic process', 0.759493670886076)","('phosphatidylethanolamine biosynthetic process', 0.759493670886076)"
phosphatidylcholine biosynthesis II,"('phosphatidylcholine biosynthetic process', 0.8266666666666667)","('phosphatidylcholine biosynthetic process', 0.8266666666666667)","('phosphatidylcholine biosynthetic process', 0.8266666666666667)","('phosphatidylethanolamine biosynthetic process', 0.75)","('phosphatidylethanolamine biosynthetic process', 0.75)"
phosphatidylcholine biosynthesis III,"('phosphatidylcholine biosynthetic process', 0.8157894736842105)","('phosphatidylcholine biosynthetic process', 0.8157894736842105)","('phosphatidylcholine biosynthetic process', 0.8157894736842105)","('phosphatidylethanolamine biosynthetic process', 0.7407407407407407)","('phosphatidylethanolamine biosynthetic process', 0.7407407407407407)"
phosphatidylcholine biosynthesis IV,"('phosphatidylcholine biosynthetic process', 0.8266666666666667)","('phosphatidylcholine biosynthetic process', 0.8266666666666667)","('phosphatidylcholine biosynthetic process', 0.8266666666666667)","('phosphatidylethanolamine biosynthetic process', 0.75)","('phosphatidylethanolamine biosynthetic process', 0.75)"
phosphatidylcholine biosynthesis V,"('phosphatidylcholine biosynthetic process', 0.84)","('phosphatidylcholine biosynthetic process', 0.84)","('phosphatidylcholine biosynthetic process', 0.84)","('phosphatidylethanolamine biosynthetic process', 0.76)","('phosphatidylethanolamine biosynthetic process', 0.76)"
phosphatidylcholine biosynthesis VI,"('phosphatidylcholine biosynthetic process', 0.83)","('phosphatidylcholine biosynthetic process', 0.83)","('phosphatidylcholine biosynthetic process', 0.83)","('phosphatidylethanolamine biosynthetic process', 0.75)","('phosphatidylethanolamine biosynthetic process', 0.75)"
phosphatidylcholine biosynthesis VII,"('phosphatidylcholine biosynthetic process', 0.82)","('phosphatidylcholine biosynthetic process', 0.82)","('phosphatidylcholine biosynthetic process', 0.82)","('phosphatidylethanolamine biosynthetic process', 0.7407407407407407)","('phosphatidylethanolamine biosynthetic process', 0.7407407407407407)"
phosphatidylcholine resynthesis via glycerophosphocholine,"('phosphatidylcholine biosynthesis from sn-glycero-3-phosphocholine', 0.8524590163934426)","('phosphatidylcholine biosynthesis from phosphatidylethanolamine', 0.7394957983193278)","('phosphatidylcholine biosynthetic process', 0.6597938144329897)","('phosphatidylcholine biosynthetic process', 0.6597938144329897)","('phosphatidylcholine biosynthetic process', 0.6597938144329897)"
phosphatidylethanolamine biosynthesis II,"('phosphatidylethanolamine biosynthetic process', 0.8470588235294118)","('phosphatidylethanolamine biosynthetic process', 0.8470588235294118)","('phosphatidylcholine biosynthesis from phosphatidylethanolamine', 0.78)","('phosphatidylethanolamine metabolic process', 0.7560975609756098)","('phosphatidylethanolamine catabolic process', 0.7560975609756098)"
phosphatidylethanolamine biosynthesis III,"('phosphatidylethanolamine biosynthetic process', 0.8372093023255814)","('phosphatidylethanolamine biosynthetic process', 0.8372093023255814)","('phosphatidylcholine biosynthesis from phosphatidylethanolamine', 0.78)","('phosphatidylethanolamine metabolic process', 0.7469879518072289)","('phosphatidylethanolamine catabolic process', 0.7469879518072289)"
phosphatidylglycerol biosynthesis I,"('phosphatidylglycerol biosynthetic process', 0.8421052631578947)","('phosphatidylglycerol biosynthetic process', 0.8421052631578947)","('phosphatidylglycerol metabolic process', 0.7397260273972602)","('phosphatidylglycerol catabolic process', 0.7397260273972602)","('phosphatidylglycerol catabolic process', 0.7397260273972602)"
phosphatidylglycerol biosynthesis II,"('phosphatidylglycerol biosynthetic process', 0.8311688311688312)","('phosphatidylglycerol biosynthetic process', 0.8311688311688312)","('phosphatidylglycerol metabolic process', 0.7297297297297297)","('phosphatidylglycerol catabolic process', 0.7297297297297297)","('phosphatidylglycerol catabolic process', 0.7297297297297297)"
phosphatidylglycerol degradation,"('phosphatidylglycerol catabolic process', 0.7142857142857143)","('phosphatidylglycerol catabolic process', 0.7142857142857143)","('phosphatidylglycerol metabolic process', 0.69)","('phosphatidylglycerol biosynthetic process', 0.684931506849315)","('phosphatidylglycerol biosynthetic process', 0.684931506849315)"
phosphatidylinositol biosynthesis I (bacteria),"('phosphatidylinositol biosynthetic process', 0.735632183908046)","('phosphatidylinositol biosynthetic process', 0.735632183908046)","('phosphatidic acid biosynthetic process', 0.68)","('phosphatidic acid biosynthetic process', 0.68)","('phosphatidylinositol 3-kinase complex, class IA', 0.67)"
phosphatidylinositol biosynthesis II (eukaryotes),"('phosphatidylinositol biosynthetic process', 0.8)","('phosphatidylinositol biosynthetic process', 0.8)","('phosphatidylinositol phosphate biosynthetic process', 0.72)","('phosphatidylinositol 5-phosphate biosynthetic process', 0.7058823529411765)","('phosphatidylinositol-3-phosphate biosynthetic process', 0.7058823529411765)"
phosphatidylinositol mannoside biosynthesis,"('phosphatidylinositol phosphate biosynthetic process', 0.7659574468085106)","('phosphatidylinositol biosynthetic process', 0.7619047619047619)","('phosphatidylinositol biosynthetic process', 0.7619047619047619)","('phosphatidylinositol 5-phosphate biosynthetic process', 0.75)","('phosphatidylinositol 5-phosphate biosynthetic process', 0.75)"
phosphatidylserine and phosphatidylethanolamine biosynthesis I,"('phosphatidylethanolamine biosynthetic process', 0.75)","('phosphatidylethanolamine biosynthetic process', 0.75)","('phosphatidylcholine biosynthesis from sn-glycero-3-phosphocholine', 0.69)","('phosphatidylcholine biosynthesis from phosphatidylethanolamine', 0.6774193548387096)","('phosphatidylcholine biosynthetic process', 0.67)"
phosphatidylserine biosynthesis I,"('phosphatidylserine biosynthetic process', 0.8333333333333334)","('phosphatidylserine biosynthetic process', 0.8333333333333334)","('phosphatidylserine biosynthetic process', 0.8333333333333334)","('phosphatidylcholine biosynthetic process', 0.7397260273972602)","('phosphatidylcholine biosynthetic process', 0.7397260273972602)"
phosphatidylserine biosynthesis II,"('phosphatidylserine biosynthetic process', 0.821917808219178)","('phosphatidylserine biosynthetic process', 0.821917808219178)","('phosphatidylserine biosynthetic process', 0.821917808219178)","('phosphatidylcholine biosynthetic process', 0.7297297297297297)","('phosphatidylcholine biosynthetic process', 0.7297297297297297)"
phosphinothricin tripeptide biosynthesis,"('phosphinothricin biosynthetic process', 0.78)","('phosphinothricin biosynthetic process', 0.78)","('phosphocreatine biosynthetic process', 0.6578947368421053)","('phosphocreatine biosynthetic process', 0.6578947368421053)","('phytosphingosine biosynthetic process', 0.65)"
phospholipases,"('phosphorylation', 0.6206896551724138)","('phospholipid metabolic process', 0.5909090909090909)","('phospholipid metabolic process', 0.5909090909090909)","('phospholipid catabolic process', 0.5909090909090909)","('phospholipid catabolic process', 0.5909090909090909)"
phospholipid desaturation,"('phospholipid dephosphorylation', 0.8)","('phospholipid dephosphorylation', 0.8)","('protein denaturation', 0.67)","('phosphorylation', 0.65)","('phosphoanandamide dephosphorylation', 0.6333333333333333)"
"phospholipid remodeling (phosphatidate, yeast)","('phospholipid dephosphorylation', 0.631578947368421)","('phospholipid dephosphorylation', 0.631578947368421)","('phosphatidylcholine acyl-chain remodeling', 0.6)","('phosphatidylinositol acyl-chain remodeling', 0.59)","('phospholipid biosynthetic process', 0.58)"
"phospholipid remodeling (phosphatidylcholine, yeast)","('phosphatidylcholine acyl-chain remodeling', 0.67)","('phospholipid dephosphorylation', 0.6341463414634146)","('phospholipid dephosphorylation', 0.6341463414634146)","('phosphatidylethanolamine acyl-chain remodeling', 0.61)","('positive regulation of phosphatidylcholine metabolic process', 0.6071428571428571)"
"phospholipid remodeling (phosphatidylethanolamine, yeast)","('phosphatidylethanolamine acyl-chain remodeling', 0.7)","('positive regulation of phosphatidylethanolamine metabolic process', 0.639344262295082)","('positive regulation of phosphatidylethanolamine metabolic process', 0.639344262295082)","('positive regulation of phosphatidylethanolamine metabolic process', 0.639344262295082)","('phosphatidylcholine biosynthesis from phosphatidylethanolamine', 0.6386554621848739)"
phosphonoacetate degradation,"('phosphonoacetate metabolic process', 0.65)","('phosphonoacetate metabolic process', 0.65)","('phosphoanandamide dephosphorylation', 0.6349206349206349)","('acetate fermentation', 0.625)","('acetate fermentation', 0.625)"
phosphopantothenate biosynthesis I,"('pantothenate biosynthetic process', 0.7164179104477612)","('pantothenate biosynthetic process', 0.7164179104477612)","('pantothenate biosynthetic process', 0.7164179104477612)","('pantothenate biosynthetic process', 0.7164179104477612)","('pantothenate biosynthetic process', 0.7164179104477612)"
phosphopantothenate biosynthesis II,"('pantothenate biosynthetic process', 0.7058823529411765)","('pantothenate biosynthetic process', 0.7058823529411765)","('pantothenate biosynthetic process', 0.7058823529411765)","('pantothenate biosynthetic process', 0.7058823529411765)","('pantothenate biosynthetic process', 0.7058823529411765)"
phosphopantothenate biosynthesis III (archaea),"('pantothenate biosynthetic process', 0.6329113924050633)","('pantothenate biosynthetic process', 0.6329113924050633)","('pantothenate biosynthetic process', 0.6329113924050633)","('pantothenate biosynthetic process', 0.6329113924050633)","('pantothenate biosynthetic process', 0.6329113924050633)"
photorespiration I,"('photorespiration', 0.9411764705882353)","('chlororespiration', 0.8)","('regulation of photorespiration', 0.71)","('regulation of photorespiration', 0.71)","('aerobic respiration', 0.7)"
photorespiration II,"('photorespiration', 0.9142857142857143)","('chlororespiration', 0.78)","('regulation of photorespiration', 0.69)","('regulation of photorespiration', 0.69)","('aerobic respiration', 0.68)"
photorespiration III,"('photorespiration', 0.89)","('chlororespiration', 0.76)","('regulation of photorespiration', 0.68)","('regulation of photorespiration', 0.68)","('aerobic respiration', 0.67)"
photosynthesis light reactions,"('photosynthesis, light reaction', 0.98)","('photosynthesis, light reaction', 0.98)","('photosynthesis, light harvesting', 0.8387096774193549)","('photosynthesis, light harvesting', 0.8387096774193549)","('photosynthesis, dark reaction', 0.83)"
photosynthetic 3-hydroxybutanoate biosynthesis (engineered),"('3,4-dihydroxybenzoate biosynthetic process', 0.63)","('3,4-dihydroxybenzoate biosynthetic process', 0.63)","('3,4-dihydroxybenzoate biosynthetic process', 0.63)","('poly-hydroxybutyrate biosynthetic process', 0.62)","('poly-hydroxybutyrate biosynthetic process', 0.62)"
phthalate degradation (aerobic),"('anaerobic phenylalanine oxidation', 0.68)","('aerobic respiration', 0.62)","('regulation of aerobic respiration', 0.61)","('regulation of aerobic respiration', 0.61)","('aerobic sulfur oxidation', 0.6)"
phthiocerol biosynthesis,"('phthiocerol biosynthetic process', 0.8214285714285714)","('phthiocerol biosynthetic process', 0.8214285714285714)","('phenolic phthiocerol biosynthetic process', 0.7076923076923077)","('phenolic phthiocerol biosynthetic process', 0.7076923076923077)","('phenolic phthiocerol biosynthetic process', 0.7076923076923077)"
phycocyanobilin biosynthesis,"('phycocyanobilin biosynthetic process', 0.84375)","('rhamnolipid biosynthesis', 0.7307692307692307)","('pyocyanine biosynthetic process', 0.711864406779661)","('pyocyanine biosynthetic process', 0.711864406779661)","('pyocyanine biosynthetic process', 0.711864406779661)"
phycoerythrobilin biosynthesis I,"('phycocyanobilin biosynthetic process', 0.7058823529411765)","('sideretin biosynthesis', 0.7)","('phytochromobilin biosynthetic process', 0.6956521739130435)","('phytochromobilin biosynthetic process', 0.6956521739130435)","('phytochromobilin biosynthetic process', 0.6956521739130435)"
phycoerythrobilin biosynthesis II,"('phycocyanobilin biosynthetic process', 0.6956521739130435)","('sideretin biosynthesis', 0.69)","('phytochromobilin biosynthetic process', 0.6857142857142857)","('phytochromobilin biosynthetic process', 0.6857142857142857)","('phytochromobilin biosynthetic process', 0.6857142857142857)"
phycourobilin biosynthesis,"('phycocyanobilin biosynthetic process', 0.7419354838709677)","('phytochromobilin biosynthetic process', 0.7301587301587301)","('phytochromobilin biosynthetic process', 0.7301587301587301)","('phytochromobilin biosynthetic process', 0.7301587301587301)","('tRNA 4-thiouridine biosynthesis', 0.7017543859649122)"
phycoviolobilin biosynthesis,"('phycocyanobilin biosynthetic process', 0.71875)","('phytochromobilin biosynthetic process', 0.7076923076923077)","('phytochromobilin biosynthetic process', 0.7076923076923077)","('phytochromobilin biosynthetic process', 0.7076923076923077)","('rhamnolipid biosynthesis', 0.6923076923076923)"
phylloquinol biosynthesis,"('phylloquinone biosynthetic process', 0.7796610169491526)","('phylloquinone biosynthetic process', 0.7796610169491526)","('ubiquinone biosynthesis complex', 0.71)","('rhamnolipid biosynthesis', 0.6938775510204082)","('plastoquinone biosynthetic process', 0.6779661016949152)"
phytate degradation I,"('target-directed miRNA degradation', 0.63)","('target-directed miRNA degradation', 0.63)","('target-directed miRNA degradation', 0.63)","('aspartate transamidation', 0.6222222222222222)","('pyruvate oxidation', 0.62)"
phytate degradation II,"('target-directed miRNA degradation', 0.65)","('target-directed miRNA degradation', 0.65)","('target-directed miRNA degradation', 0.65)","('aspartate transamidation', 0.6086956521739131)","('pyruvate oxidation', 0.6)"
"phytocassanes biosynthesis, shared reactions","('photosynthesis, dark reaction', 0.7123287671232876)","('photosynthesis, dark reaction', 0.7123287671232876)","('photosynthesis, light reaction', 0.6756756756756757)","('photosynthesis, light reaction', 0.6756756756756757)","('regulation of starch biosynthetic process', 0.67)"
phytochelatins biosynthesis,"('phytochelatin biosynthetic process', 0.82)","('phytochelatin biosynthetic process', 0.82)","('phytochelatin biosynthetic process', 0.82)","('pyochelin biosynthetic process', 0.74)","('pyochelin biosynthetic process', 0.74)"
phytochromobilin biosynthesis,"('phytochromobilin biosynthetic process', 0.8484848484848485)","('phytochromobilin biosynthetic process', 0.8484848484848485)","('phytochromobilin biosynthetic process', 0.8484848484848485)","('phytochromobilin metabolic process', 0.7301587301587301)","('phytochromobilin metabolic process', 0.7301587301587301)"
phytol degradation,"('acyl deglucuronidation', 0.65)","('photorespiration', 0.6470588235294118)","('peptide amidation', 0.6285714285714286)","('histone deacetylation', 0.62)","('histone deacetylation', 0.62)"
phytol salvage pathway,"('phytol salvage', 0.78)","('phytol salvage', 0.78)","('proline salvage', 0.5945945945945946)","('proline salvage', 0.5945945945945946)","('CDP-choline pathway', 0.5853658536585366)"
phytosterol biosynthesis (plants),"('phytosteroid biosynthetic process', 0.75)","('phytosteroid biosynthetic process', 0.75)","('phytosteroid biosynthetic process', 0.75)","('phthiocerol biosynthetic process', 0.7)","('cholesterol biosynthetic process', 0.7)"
phytyl diphosphate biosynthesis,"('phytyl diphosphate biosynthetic process', 0.8571428571428571)","('phytyl diphosphate biosynthetic process', 0.8571428571428571)","('phytyl diphosphate biosynthetic process', 0.8571428571428571)","('dolichyl diphosphate biosynthetic process', 0.75)","('dolichyl diphosphate biosynthetic process', 0.75)"
picolinate degradation,"('target-directed miRNA degradation', 0.69)","('target-directed miRNA degradation', 0.69)","('target-directed miRNA degradation', 0.69)","('polythionate oxidation', 0.6818181818181818)","('polyamine deacetylation', 0.67)"
pinitol biosynthesis I,"('sideretin biosynthesis', 0.73)","('pentitol biosynthetic process', 0.7058823529411765)","('inositol biosynthetic process', 0.7058823529411765)","('pentitol biosynthetic process', 0.7058823529411765)","('inositol biosynthetic process', 0.7058823529411765)"
pinitol biosynthesis II,"('sideretin biosynthesis', 0.71)","('pentitol biosynthetic process', 0.6923076923076923)","('inositol biosynthetic process', 0.6923076923076923)","('pentitol biosynthetic process', 0.6923076923076923)","('inositol biosynthetic process', 0.6923076923076923)"
pinobanksin biosynthesis,"('fraxetin biosynthesis', 0.7111111111111111)","('sideretin biosynthesis', 0.6956521739130435)","('inosine biosynthetic process', 0.6923076923076923)","('inosine biosynthetic process', 0.6923076923076923)","('sphinganine biosynthetic process', 0.68)"
pinocembrin <i>C</i>-glucosylation,"('protein C-linked glycosylation', 0.66)","('protein glycosylation', 0.6545454545454545)","('protein glycosylation', 0.6545454545454545)","('protein glycosylation', 0.6545454545454545)","('lipid glycosylation', 0.64)"
pinolenate and coniferonate biosynthesis,"('indoleacetic acid conjugate biosynthetic process', 0.66)","('indoleacetic acid conjugate biosynthetic process', 0.66)","('indoleacetic acid conjugate biosynthetic process', 0.66)","('isopentenyl adenine biosynthetic process', 0.625)","('isopentenyl adenine biosynthetic process', 0.625)"
pinoresinol degradation,"('ncRNA deadenylation', 0.62)","('photorespiration', 0.6153846153846154)","('target-directed miRNA degradation', 0.61)","('target-directed miRNA degradation', 0.61)","('target-directed miRNA degradation', 0.61)"
pinosylvin metabolism,"('insulin metabolic process', 0.6956521739130435)","('inosine metabolic process', 0.6956521739130435)","('sphingomyelin metabolic process', 0.6923076923076923)","('sphingomyelin metabolic process', 0.6923076923076923)","('sphingomyelin metabolic process', 0.6923076923076923)"
piperine biosynthesis,"('sideretin biosynthesis', 0.84)","('fraxetin biosynthesis', 0.7619047619047619)","('pseudouridine synthesis', 0.7272727272727273)","('spermine biosynthetic process', 0.72)","('spermine biosynthetic process', 0.72)"
plant arabinogalactan type II degradation,"('pectic arabinogalactan I metabolic process', 0.5783132530120482)","('bacterial-type DNA replication initiation', 0.56)","('bacterial-type DNA replication initiation', 0.56)","('protein branching point deglutamylation', 0.55)","('bacterial-type DNA replication DNA ligation', 0.55)"
plasmalogen biosynthesis I (aerobic),"('mannogen biosynthetic process', 0.6461538461538462)","('mannogen biosynthetic process', 0.6461538461538462)","('anaerobic toluene biosynthetic process', 0.64)","('anaerobic toluene biosynthetic process', 0.64)","('aerobic cobalamin biosynthetic process', 0.64)"
plasmalogen biosynthesis II (anaerobic),"('anaerobic toluene biosynthetic process', 0.67)","('anaerobic toluene biosynthetic process', 0.67)","('anaerobic cobalamin biosynthetic process', 0.65)","('mannogen biosynthetic process', 0.6176470588235294)","('mannogen biosynthetic process', 0.6176470588235294)"
plasmalogen degradation,"('plasminogen activation', 0.7111111111111111)","('protein deacylation', 0.62)","('protein deamination', 0.62)","('protein deglycation', 0.62)","('protein dehydration', 0.62)"
plastoquinol-9 biosynthesis I,"('plastoquinone biosynthetic process', 0.7301587301587301)","('fraxetin biosynthesis', 0.68)","('sideretin biosynthesis', 0.67)","('ubiquinone biosynthesis complex', 0.67)","('austinol biosynthetic process', 0.6551724137931034)"
plastoquinol-9 biosynthesis II,"('plastoquinone biosynthetic process', 0.71875)","('fraxetin biosynthesis', 0.67)","('ubiquinone biosynthesis complex', 0.66)","('sideretin biosynthesis', 0.6538461538461539)","('austinol biosynthetic process', 0.6440677966101694)"
platensimycin biosynthesis,"('fraxetin biosynthesis', 0.723404255319149)","('ansamycin biosynthetic process', 0.7142857142857143)","('ansamycin biosynthetic process', 0.7142857142857143)","('ansamycin biosynthetic process', 0.7142857142857143)","('sideretin biosynthesis', 0.71)"
plaunotol biosynthesis,"('rhamnolipid biosynthesis', 0.74)","('photosynthesis', 0.7222222222222222)","('fraxetin biosynthesis', 0.7)","('ubiquinone biosynthesis complex', 0.68)","('austinol biosynthetic process', 0.6666666666666666)"
plumbagin biosynthesis,"('fraxetin biosynthesis', 0.7441860465116279)","('ubiquinone biosynthesis complex', 0.72)","('palmatine biosynthetic process', 0.6923076923076923)","('palmatine biosynthetic process', 0.6923076923076923)","('palmatine biosynthetic process', 0.6923076923076923)"
podophyllotoxin glucosides metabolism,"('UDP-glucose metabolic process', 0.64)","('UDP-glucose metabolic process', 0.64)","('quercetin O-glucoside metabolic process', 0.63)","('quercetin O-glucoside metabolic process', 0.63)","('glycoside metabolic process', 0.62)"
poly(3-O-&beta;-D-glucopyranosyl-<i>N</i>-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis,"('poly(glucopyranosyl N-acetylgalactosamine 1-phosphate) teichoic acid biosynthetic process', 0.83)","('poly(glucopyranosyl N-acetylgalactosamine 1-phosphate) teichoic acid biosynthetic process', 0.83)","('poly(glucopyranosyl N-acetylgalactosamine 1-phosphate) teichoic acid metabolic process', 0.7708333333333334)","('poly(glycerol phosphate) teichoic acid biosynthetic process', 0.5818181818181818)","('poly(glycerol phosphate) teichoic acid biosynthetic process', 0.5818181818181818)"
poly(glycerol phosphate) wall teichoic acid biosynthesis,"('poly(glycerol phosphate) teichoic acid biosynthetic process', 0.8695652173913043)","('poly(glycerol phosphate) teichoic acid biosynthetic process', 0.8695652173913043)","('poly(glycerol phosphate) teichoic acid metabolic process', 0.8035714285714286)","('poly(ribitol phosphate) teichoic acid biosynthetic process', 0.7894736842105263)","('poly(ribitol phosphate) teichoic acid biosynthetic process', 0.7894736842105263)"
poly(ribitol phosphate) wall teichoic acid biosynthesis I (<i>B. subtilis</i>),"('poly(ribitol phosphate) teichoic acid biosynthetic process', 0.7352941176470589)","('poly(ribitol phosphate) teichoic acid biosynthetic process', 0.7352941176470589)","('poly(glycerol phosphate) teichoic acid biosynthetic process', 0.7)","('poly(glycerol phosphate) teichoic acid biosynthetic process', 0.7)","('poly(ribitol phosphate) teichoic acid metabolic process', 0.6616541353383458)"
poly(ribitol phosphate) wall teichoic acid biosynthesis II (<i>S. aureus</i>),"('poly(ribitol phosphate) teichoic acid biosynthetic process', 0.7703703703703704)","('poly(ribitol phosphate) teichoic acid biosynthetic process', 0.7703703703703704)","('poly(glycerol phosphate) teichoic acid biosynthetic process', 0.7058823529411765)","('poly(glycerol phosphate) teichoic acid biosynthetic process', 0.7058823529411765)","('poly(ribitol phosphate) teichoic acid metabolic process', 0.6666666666666666)"
"poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine biosynthesis","('(1->6)-beta-D-glucan biosynthetic process', 0.68)","('(1->6)-beta-D-glucan biosynthetic process', 0.68)","('poly-N-acetyllactosamine biosynthetic process', 0.6601941747572816)","('poly-N-acetyllactosamine biosynthetic process', 0.6601941747572816)","('(1->3)-beta-D-glucan biosynthetic process', 0.66)"
poly-&gamma;-D-glutamate biosynthesis,"('poly-gamma-glutamate biosynthetic process', 0.8205128205128205)","('capsule poly-gamma-glutamate biosynthetic process', 0.7441860465116279)","('glutamate biosynthetic process', 0.71)","('glutamate biosynthetic process', 0.71)","('glutamate biosynthetic process', 0.71)"
poly-hydroxy fatty acids biosynthesis,"('poly(hydroxyalkanoate) biosynthetic process from fatty acid', 0.72)","('poly(hydroxyalkanoate) biosynthetic process from fatty acid', 0.72)","('fatty acid biosynthetic process', 0.71)","('fatty acid biosynthetic process', 0.71)","('fatty acid biosynthetic process', 0.71)"
polyacyltrehalose biosynthesis,"('polyacyltrehalose biosynthetic process', 0.8529411764705882)","('polyacyltrehalose biosynthetic process', 0.8529411764705882)","('polyacyltrehalose metabolic process', 0.7384615384615385)","('trehalose biosynthetic process', 0.7)","('trehalose biosynthetic process', 0.7)"
polybrominated biphenyls and diphenyl ethers biosynthesis,"('3-(3-hydroxyphenyl)propanoate biosynthetic process', 0.6)","('3-(3-hydroxyphenyl)propanoate biosynthetic process', 0.6)","('cinnamic acid ester biosynthetic process', 0.56)","('cinnamic acid ester biosynthetic process', 0.56)","('cinnamic acid ester biosynthetic process', 0.56)"
polybrominated dihydroxylated diphenyl ethers biosynthesis,"('3-(2,3-dihydroxyphenyl)propanoate biosynthetic process', 0.67)","('3-(2,3-dihydroxyphenyl)propanoate biosynthetic process', 0.67)","('3-(2,3-dihydroxyphenyl)propanoate biosynthetic process', 0.67)","('3-(3-hydroxyphenyl)propanoate biosynthetic process', 0.65)","('3-(3-hydroxyphenyl)propanoate biosynthetic process', 0.65)"
polybrominated phenols biosynthesis,"('phenol biosynthetic process', 0.71)","('phenol biosynthetic process', 0.71)","('prenol biosynthetic process', 0.68)","('prenol biosynthetic process', 0.68)","('prenol biosynthetic process', 0.68)"
polyethylene terephthalate degradation,"('N-terminal peptidyl-serine deamination', 0.61)","('N-terminal peptidyl-valine deamination', 0.58)","('polythionate oxidation', 0.57)","('C-terminal protein deglutamylation', 0.56)","('C-terminal protein deglutamylation', 0.56)"
polyhydroxybutanoate biosynthesis,"('poly-hydroxybutyrate biosynthetic process', 0.7837837837837838)","('poly-hydroxybutyrate biosynthetic process', 0.7837837837837838)","('poly(hydroxyalkanoate) biosynthetic process', 0.7631578947368421)","('poly(hydroxyalkanoate) biosynthetic process', 0.7631578947368421)","('poly(3-hydroxyalkanoate) biosynthetic process', 0.7435897435897436)"
polyhydroxydecanoate biosynthesis,"('poly(hydroxyalkanoate) biosynthetic process', 0.7631578947368421)","('poly(hydroxyalkanoate) biosynthetic process', 0.7631578947368421)","('poly(3-hydroxyalkanoate) biosynthetic process', 0.7435897435897436)","('poly(3-hydroxyalkanoate) biosynthetic process', 0.7435897435897436)","('poly(hydroxyvalerate) biosynthetic process', 0.72)"
polyisoprenoid biosynthesis (<i>E. coli</i>),"('polyol biosynthetic process', 0.62)","('polyol biosynthetic process', 0.62)","('isoprenoid biosynthetic process', 0.6133333333333333)","('isoprenoid biosynthetic process', 0.6133333333333333)","('isoprenoid biosynthetic process', 0.6133333333333333)"
polymethylated kaempferol biosynthesis,"('kaempferol O-glucoside biosynthetic process', 0.64)","('kaempferol O-glucoside biosynthetic process', 0.64)","('kaempferol O-glucoside biosynthetic process', 0.64)","('kaempferol O-glucoside biosynthetic process', 0.64)","('rhamnolipid biosynthesis', 0.61)"
polymethylated myricetin biosynthesis (tomato),"('trehalose biosynthesis in response to heat stress', 0.6)","('trehalose biosynthesis in response to heat stress', 0.6)","('methylgallate biosynthetic process', 0.59)","('methylgallate biosynthetic process', 0.59)","('methylgallate biosynthetic process', 0.59)"
polymethylated quercetin biosynthesis,"('quercetin biosynthetic process', 0.72)","('quercetin biosynthetic process', 0.72)","('quercetin biosynthetic process', 0.72)","('sideretin biosynthesis', 0.68)","('methylgallate biosynthetic process', 0.68)"
polymethylated quercetin glucoside biosynthesis I - quercetin series (Chrysosplenium),"('quercetin O-glucoside biosynthetic process', 0.59)","('quercetin O-glucoside biosynthetic process', 0.59)","('quercetin O-glucoside biosynthetic process', 0.59)","('pelargonidin 3-O-glucoside biosynthetic process', 0.56)","('pelargonidin 3-O-glucoside biosynthetic process', 0.56)"
polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium),"('quercetin O-glucoside biosynthetic process', 0.58)","('quercetin O-glucoside biosynthetic process', 0.58)","('quercetin O-glucoside biosynthetic process', 0.58)","('pelargonidin 3-O-glucoside biosynthetic process', 0.54)","('pelargonidin 3-O-glucoside biosynthetic process', 0.54)"
polymyxin A biosynthesis,"('fraxetin biosynthesis', 0.7111111111111111)","('polyamine biosynthetic process', 0.7037037037037037)","('polyamine biosynthetic process', 0.7037037037037037)","('lipoxin A4 biosynthetic process', 0.6909090909090909)","('lipoxin A4 biosynthetic process', 0.6909090909090909)"
polymyxin resistance,"('protein polyamination', 0.59)","('bioluminescence', 0.5714285714285714)","('polyamine deacetylation', 0.5581395348837209)","('polyamine deacetylation', 0.5581395348837209)","('polyamine acetylation', 0.5365853658536586)"
