Pathways	Object ID
hydrogen oxidation III (anaerobic, NADP)	PWY-6512
hydrogen production I	PWY-6744
hydrogen production II	PWY-6758
hydrogen production III	PWY-6759
hydrogen production IV	PWY-6765
hydrogen production V	PWY-6772
hydrogen production VI	PWY-6780
hydrogen production VIII	PWY-6785
hydrogen sulfide biosynthesis II (mammalian)	PWY66-426
hydrogen to dimethyl sulfoxide electron transfer	PWY0-1577
hydrogen to fumarate electron transfer	PWY0-1576
hydrogen to trimethylamine N-oxide electron transfer	PWY0-1578
hydroxycinnamate sugar acid ester biosynthesis	PWY-7461
hydroxycinnamic acid serotonin amides biosynthesis	PWY-5473
hydroxycinnamic acid tyramine amides biosynthesis	PWY-5474
hydroxylated fatty acid biosynthesis (plants)	PWY-6433
hydroxylated mugineic acid phytosiderophore biosynthesis	PWY-5925
hydroxymethylpyrimidine salvage	PWY-6910
hygromycin B biosynthesis	PWY-8367
hyperforin and adhyperforin biosynthesis	PWY-5808
hypericin biosynthesis	PWY-5780
hyperxanthone E biosynthesis	PWY-8442
hypoglycin biosynthesis	PWY-5826
hypotaurine degradation	PWY-7387
hypusine biosynthesis	PWY-5905
i antigen and I antigen biosynthesis	PWY-7837
ibotenate and muscimol biosynthesis	PWY-8158
icosapentaenoate biosynthesis I (lower eukaryotes)	PWY-6958
icosapentaenoate biosynthesis II (6-desaturase, mammals)	PWY-7049
icosapentaenoate biosynthesis III (8-desaturase, mammals)	PWY-7724
icosapentaenoate biosynthesis IV (bacteria)	PWY-7050
icosapentaenoate biosynthesis V (8-desaturase, lower eukaryotes)	PWY-7602
icosapentaenoate biosynthesis VI (fungi)	PWY-6940
icosapentaenoate metabolites biosynthesis	PWY-8399
IM-2 type &gamma;-butyrolactones biosynthesis	PWY-7882
incomplete reductive TCA cycle	P42-PWY
indican biosynthesis	PWY-6068
indigo biosynthesis	PWY-6069
indole degradation to anthranil and anthranilate	PWY-7430
indole glucosinolate activation (herbivore attack)	PWYQT-4476
indole glucosinolate activation (intact plant cell)	PWYQT-4477
indole-3-acetate activation I	PWY-1822
indole-3-acetate activation II	PWY-1921
indole-3-acetate biosynthesis I	PWYDQC-4
indole-3-acetate biosynthesis II	PWY-581
indole-3-acetate biosynthesis III (bacteria)	PWY-3161
indole-3-acetate biosynthesis IV (bacteria)	PWY-5025
indole-3-acetate biosynthesis V (bacteria and fungi)	PWY-5026
indole-3-acetate biosynthesis VI (bacteria)	TRPIAACAT-PWY
indole-3-acetate degradation I	PWY-2421
indole-3-acetate degradation II	PWY-8087
indole-3-acetate inactivation I	PWY-1961
indole-3-acetate inactivation II	PWY-1962
indole-3-acetate inactivation III	PWY-1981
indole-3-acetate inactivation IV	PWY-2021
indole-3-acetate inactivation IX	PWY-1741
indole-3-acetate inactivation V	PWY-5788
indole-3-acetate inactivation VI	PWY-5797
indole-3-acetate inactivation VII	PWY-5811
indole-3-acetate inactivation VIII	PWY-6219
indole-3-acetate inactivation VIII	PWY-5784
indolmycin biosynthesis	PWY-7770
inosine 5'-phosphate degradation	PWY-5695
inosine-5'-phosphate biosynthesis I	PWY-6123
inosine-5'-phosphate biosynthesis II	PWY-6124
inosine-5'-phosphate biosynthesis III	PWY-7234
inositol diphosphates biosynthesis	PWY-6369
inulin degradation	PWY-8314
&iota;-carrageenan degradation	PWY-6822
ipsdienol biosynthesis	PWY-7410
iron reduction and absorption	PWY-5934
isethionate degradation	PWY-2601
iso-bile acids biosynthesis I	PWY-7755
iso-bile acids biosynthesis II	PWY-7756
isoflavonoid biosynthesis I	PWY-2002
isoflavonoid biosynthesis II	PWY-2083
isoniazid activation	PWY-7896
isoorientin biosynthesis II	PWY-8340
isopenicillin N biosynthesis	PWY-5629
isopimaric acid biosynthesis	PWY-5422
isoprene biosynthesis I	PWY-6270
isoprene biosynthesis II (engineered)	PWY-7391
isoprene degradation	PWY-7777
isopropanol biosynthesis (engineered)	PWY-6876
isopropylamine degradation	PWY-5736
isorenieratene biosynthesis I (actinobacteria)	PWY-7938
isorenieratene biosynthesis II (<i>Chlorobiaceae</i>)	PWY-7941
isovitexin glycosides biosynthesis	PWY-6024
itaconate biosynthesis I	PWY-5750
itaconate biosynthesis II	PWY-8018
itaconate degradation	PWY-5749
jadomycin biosynthesis	PWY-6679
jasmonic acid biosynthesis	PWY-735
jasmonoyl-amino acid conjugates biosynthesis I	PWY-6220
jasmonoyl-amino acid conjugates biosynthesis II	PWY-6233
jasmonoyl-L-isoleucine inactivation	PWY-7859
jellyfish bioluminescence	PWY-7915
juglone biosynthesis	PWY-5795
juglone degradation	PWY-7825
juniperonate biosynthesis	PWY-7619
justicidin B biosynthesis	PWY-6824
juvenile hormone III biosynthesis I	PWY-6575
juvenile hormone III biosynthesis II	PWY-6650
K-252 biosynthesis	PWY-6345
kaempferide triglycoside biosynthesis	PWY-7166
kaempferol diglycoside biosynthesis (pollen-specific)	PWY-7191
kaempferol gentiobioside biosynthesis	PWY-7143
kaempferol glycoside biosynthesis (Arabidopsis)	PWY-5320
kaempferol triglucoside biosynthesis	PWY-5348
kainate biosynthesis	PWY-8080
kanamycin biosynthesis	PWY-7000
kanosamine biosynthesis I	PWY-5978
kanosamine biosynthesis II	PWY8J2-22
&kappa;-carrageenan degradation	PWY-6821
kauralexin biosynthesis	PWY-6887
kavain biosynthesis	PWY-8103
Kdo transfer to lipid IV<sub>A</sub> (<i>Brucella</i>)	PWY2B4Q-6
Kdo transfer to lipid IV<sub>A</sub> (<i>Chlamydia</i>)	PWY-6467
Kdo transfer to lipid IV<sub>A</sub> (<i>E. coli</i>)	KDOSYN-PWY
Kdo transfer to lipid IV<sub>A</sub> (generic)	PWY-8284
Kdo transfer to lipid IV<sub>A</sub> (<i>H. pylori</i>)	PWY2DNV-1
Kdo transfer to lipid IV<sub>A</sub> (<i>Haemophilus</i>)	PWY-7675
Kdo transfer to lipid IV<sub>A</sub> (<i>P. gingivalis</i>)	PWY-8246
Kdo transfer to lipid IV<sub>A</sub> (<i>P. putida</i>)	PWY-8074
Kdo transfer to lipid IV<sub>A</sub> (<i>Vibrio cholerae</i> serogroup O1 El Tor)	PWY-8284-1
Kdo-lipid A biosynthesis (<i>Vibrio cholerae</i> serogroup O1 El Tor)	PWY-8378
Kdo8N transfer to lipid IV<sub>A</sub>	PWY-7676
ketogenesis	PWY66-367
ketogluconate metabolism	KETOGLUCONMET-PWY
ketolysis	PWY66-368
kievitone biosynthesis	PWY-4681
kievitone detoxification	PWY-7635
kojibiose degradation	PWY-7459
L-alanine biosynthesis I	ALANINE-VALINESYN-PWY
L-alanine biosynthesis II	ALANINE-SYN2-PWY
L-alanine biosynthesis III	PWY0-1021
L-alanine degradation I	ALADEG-PWY
L-alanine degradation II (to D-lactate)	ALACAT2-PWY
L-alanine degradation III	ALANINE-DEG3-PWY
L-alanine degradation IV	PWY1-2
L-alanine degradation V (oxidative Stickland reaction)	PWY-8189
L-alanine degradation VI (reductive Stickland reaction)	PWY-8188
L-arabinan degradation	PWY-6790
L-arabinose degradation I	ARABCAT-PWY
L-arabinose degradation II	PWY-5515
L-arabinose degradation III	PWY-5517
L-arabinose degradation IV	PWY-7295
L-arabinose degradation V	PWY-8329
L-arginine biosynthesis I (via L-ornithine)	ARGSYN-PWY
L-arginine biosynthesis II (acetyl cycle)	ARGSYNBSUB-PWY
L-arginine biosynthesis III (via <i>N</i>-acetyl-L-citrulline)	PWY-5154
L-arginine biosynthesis IV (archaea)	PWY-7400
L-arginine degradation I (arginase pathway)	ARGASEDEG-PWY
L-arginine degradation II (AST pathway)	AST-PWY
L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	PWY0-823
L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	ARGDEG-III-PWY
L-arginine degradation IX (arginine:pyruvate transaminase pathway)	PWY-5742
L-arginine degradation V (arginine deiminase pathway)	ARGDEGRAD-PWY
L-arginine degradation VI (arginase 2 pathway)	ARG-PRO-PWY
L-arginine degradation VII (arginase 3 pathway)	ARG-GLU-PWY
L-arginine degradation VIII (arginine oxidase pathway)	ARGDEG-IV-PWY
L-arginine degradation X (arginine monooxygenase pathway)	ARGDEG-V-PWY
L-arginine degradation XI	PWY-5024
L-arginine degradation XII	PWY-7523
L-arginine degradation XIII (reductive Stickland reaction)	PWY-8187
L-arginine degradation XIV (oxidative Stickland reaction)	PWY-6344
L-ascorbate biosynthesis I (plants, L-galactose pathway)	PWY-882
L-ascorbate biosynthesis II (plants, L-gulose pathway)	PWY4FS-11
L-ascorbate biosynthesis III (D-sorbitol pathway)	PWY-5521
L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	PWY3DJ-35471
L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)	PWY-6415
L-ascorbate biosynthesis VI (plants, <i>myo</i>-inositol pathway)	PWY-8142
L-ascorbate biosynthesis VII (plants, D-galacturonate pathway)	PWY-8143
L-ascorbate biosynthesis VIII (engineered pathway)	PWY-7165
L-ascorbate degradation I (bacterial, anaerobic)	PWY0-301
L-ascorbate degradation II (bacterial, aerobic)	PWY-6961
L-ascorbate degradation III	PWY-6960
L-ascorbate degradation IV	PWY-6704
L-ascorbate degradation V	PWY-6959
L-asparagine biosynthesis I	ASPARAGINE-BIOSYNTHESIS
L-asparagine biosynthesis II	ASPARAGINESYN-PWY
L-asparagine biosynthesis III (tRNA-dependent)	PWY490-4
L-asparagine degradation I	ASPARAGINE-DEG1-PWY
L-asparagine degradation II	PWY-4002
L-asparagine degradation III (mammalian)	ASPARAGINE-DEG1-PWY-1
L-aspartate biosynthesis	ASPARTATESYN-PWY
L-aspartate degradation I	ASPARTATE-DEG1-PWY
L-aspartate degradation II (aerobic)	PWY-8291
L-aspartate degradation III (anaerobic)	PWY-8294
L-canavanine degradation I	PWY-31
L-canavanine degradation II	PWY-8419
L-carnitine biosynthesis	PWY-6100
L-carnitine degradation I	CARNMET-PWY
L-carnitine degradation II	PWY-3641
L-carnitine degradation III	PWY-3602
L-carnitine degradation IV	PWY-8307
L-citrulline biosynthesis	CITRULBIO-PWY
L-citrulline degradation	CITRULLINE-DEG-PWY
L-cysteine biosynthesis I	CYSTSYN-PWY
L-cysteine biosynthesis II (tRNA-dependent)	PWY-6308
L-cysteine biosynthesis III (from L-homocysteine)	HOMOCYSDEGR-PWY
L-cysteine biosynthesis IX (Trichomonas vaginalis)	PWY-8010
L-cysteine biosynthesis V (mycobacteria)	PWY-7289
L-cysteine biosynthesis VI (reverse transsulfuration)	PWY-I9
L-cysteine biosynthesis VII (from <i>S</i>-sulfo-L-cysteine)	PWY-7870
L-cysteine biosynthesis VIII (Thermococcus kodakarensis)	PWY-8009
L-cysteine degradation I	CYSTEINE-DEG-PWY
L-cysteine degradation II	LCYSDEG-PWY
L-cysteine degradation III	PWY-5329
L-cysteine degradation IV	PWY-8452
L-dopa and L-dopachrome biosynthesis	PWY-6481
L-dopa degradation I (mammalian)	PWY-6334
L-dopa degradation II (bacterial)	PWY-8110
L-fucose degradation I	FUCCAT-PWY
L-fucose degradation II	PWY-8444
L-fucose degradation III	PWY-8318
L-galactonate degradation	PWY0-1306
L-galactose degradation	PWY-7568
L-glucose degradation	PWY-7130
L-glutamate and L-glutamine biosynthesis	PWY-5505
L-glutamate biosynthesis I	GLUTSYN-PWY
L-glutamate biosynthesis II	GLUTAMATE-SYN2-PWY
L-glutamate biosynthesis III	GLUTSYNIII-PWY
L-glutamate biosynthesis IV	GLUGLNSYN-PWY
L-glutamate biosynthesis V	PWY-4341
L-glutamate degradation I	GLUTAMATE-DEG1-PWY
L-glutamate degradation II	GLUTDEG-PWY
L-glutamate degradation IX (via 4-aminobutanoate)	PWY0-1305
L-glutamate degradation V (via hydroxyglutarate)	P162-PWY
L-glutamate degradation VI (to pyruvate)	PWY-5087
L-glutamate degradation VII (to butanoate)	GLUDEG-II-PWY
L-glutamate degradation VIII (to propanoate)	PWY-5088
L-glutamate degradation X	PWY-5766
L-glutamate degradation XI (reductive Stickland reaction)	PWY-8190
L-glutamine biosynthesis I	GLNSYN-PWY
L-glutamine degradation I	GLUTAMINDEG-PWY
L-glutamine degradation II	GLUTAMINEFUM-PWY
L-gulonate degradation	PWY-7566
L-histidine biosynthesis	HISTSYN-PWY
L-histidine degradation I	HISDEG-PWY
L-histidine degradation II	PWY-5028
L-histidine degradation III	PWY-5030
L-histidine degradation IV	HISTDEG-PWY
L-histidine degradation V	PWY-5031
L-histidine degradation VI	HISHP-PWY
L-homocysteine biosynthesis	PWY-5344
L-homomethionine biosynthesis	PWY-1186
L-homophenylalanine biosynthesis	PWY-7275
L-homoserine biosynthesis	HOMOSERSYN-PWY
L-idonate degradation	IDNCAT-PWY
L-isoleucine biosynthesis I (from threonine)	ILEUSYN-PWY
L-isoleucine biosynthesis II	PWY-5101
L-isoleucine biosynthesis III	PWY-5103
L-isoleucine biosynthesis IV	PWY-5104
L-isoleucine biosynthesis V	PWY-5108
L-isoleucine degradation I	ILEUDEG-PWY
L-isoleucine degradation II	PWY-5078
L-isoleucine degradation III (oxidative Stickland reaction)	PWY-8184
L-lactaldehyde degradation (aerobic)	PWY0-1317
L-lactaldehyde degradation (anaerobic)	PWY0-1315
L-leucine biosynthesis	LEUSYN-PWY
L-leucine degradation I	LEU-DEG2-PWY
L-leucine degradation II	PWY-5075
L-leucine degradation III	PWY-5076
L-leucine degradation IV (reductive Stickland reaction)	PWY-7767
L-leucine degradation V (oxidative Stickland reaction)	PWY-8185
L-lysine biosynthesis I	DAPLYSINESYN-PWY
L-lysine biosynthesis II	PWY-2941
L-lysine biosynthesis III	PWY-2942
L-lysine biosynthesis IV	LYSINE-AMINOAD-PWY
L-lysine biosynthesis V	PWY-3081
L-lysine biosynthesis VI	PWY-5097
L-lysine degradation I	PWY0-461
L-lysine degradation II (L-pipecolate pathway)	PWY66-425
L-lysine degradation III	LYSDEGII-PWY
L-lysine degradation IV	PWY-5280
L-lysine degradation IX	PWY-5324
L-lysine degradation V	PWY-5283
L-lysine degradation VI	PWY-5298
L-lysine degradation VII	PWY-5311
L-lysine degradation VIII	PWY-5314
L-lysine degradation X	PWY-6328
L-lysine degradation XI	LYSINE-DEG1-PWY
L-lysine fermentation to acetate and butanoate	P163-PWY
L-lyxonate degradation	PWY-7516
L-lyxose degradation	LYXMET-PWY
L-malate degradation I	PWY-7685
L-malate degradation II	PWY-7686
L-methionine biosynthesis I	HOMOSER-METSYN-PWY
L-methionine biosynthesis II	PWY-702
L-methionine biosynthesis III	HSERMETANA-PWY
L-methionine biosynthesis IV	PWY-7977
L-methionine degradation I (to L-homocysteine)	METHIONINE-DEG1-PWY
L-methionine degradation II	PWY-701
L-methionine degradation III	PWY-5082
L-methionine salvage cycle I (bacteria and plants)	PWY-7528
L-methionine salvage cycle II (plants)	PWY-7270
L-methionine salvage cycle III	PWY-7527
L-methionine salvage from L-homocysteine	ADENOSYLHOMOCYSCAT-PWY
L-mimosine degradation	PWY-8431
L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis	PWY-6922
L-nicotianamine biosynthesis	PWY-5957
L-ornithine biosynthesis I	GLUTORN-PWY
L-ornithine biosynthesis II	ARGININE-SYN4-PWY
L-ornithine degradation I (L-proline biosynthesis)	ORN-AMINOPENTANOATE-CAT-PWY
L-phenylalanine biosynthesis I	PHESYN
L-phenylalanine biosynthesis II	PWY-3462
L-phenylalanine biosynthesis III (cytosolic, plants)	PWY-7432
L-phenylalanine degradation I (aerobic)	PHENYLALANINE-DEG1-PWY
L-phenylalanine degradation II (anaerobic)	ANAPHENOXI-PWY
L-phenylalanine degradation III	PWY-5079
L-phenylalanine degradation IV (mammalian, via side chain)	PWY-6318
L-phenylalanine degradation V	PWY-7158
L-phenylalanine degradation VI (reductive Stickland reaction)	PWY-8014
L-proline biosynthesis I (from L-glutamate)	PROSYN-PWY
L-proline biosynthesis II (from arginine)	PWY-4981
L-proline biosynthesis III (from L-ornithine)	PWY-3341
L-proline biosynthesis IV	PWY-4281
L-proline degradation I	PROUT-PWY
L-proline degradation II (reductive Stickland reaction)	PWY-8186
L-pyrrolysine biosynthesis	PWY-6994
L-rhamnose degradation I	RHAMCAT-PWY
L-rhamnose degradation II	PWY-6713
L-rhamnose degradation III	PWY-6714
L-selenocysteine biosynthesis I (bacteria)	PWY0-901
L-selenocysteine biosynthesis II (archaea and eukaryotes)	PWY-6281
L-serine biosynthesis I	SERSYN-PWY
L-serine biosynthesis II	PWY-8011
L-serine degradation	SERDEG-PWY
L-sorbose degradation	P302-PWY
L-threitol degradation	PWY-7787
L-threonate degradation	PWY-7874
L-threonine biosynthesis	HOMOSER-THRESYN-PWY
L-threonine degradation I	PWY-5437
L-threonine degradation II	THREONINE-DEG2-PWY
L-threonine degradation III (to methylglyoxal)	THRDLCTCAT-PWY
L-threonine degradation IV	PWY-5436
L-threonine degradation V	PWY66-428
L-tryptophan biosynthesis	TRPSYN-PWY
L-tryptophan degradation I (via anthranilate)	TRPCAT-PWY
L-tryptophan degradation II (via pyruvate)	TRYPDEG-PWY
L-tryptophan degradation III (eukaryotic)	TRYPTOPHAN-DEGRADATION-1
L-tryptophan degradation IV (via indole-3-lactate)	TRPKYNCAT-PWY
L-tryptophan degradation IX	PWY-5655
L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	PWY-5651
L-tryptophan degradation V (side chain pathway)	PWY-3162
L-tryptophan degradation VI (via tryptamine)	PWY-3181
L-tryptophan degradation VIII (to tryptophol)	PWY-5081
L-tryptophan degradation X (mammalian, via tryptamine)	PWY-6307
L-tryptophan degradation XI (mammalian, via kynurenine)	PWY-6309
L-tryptophan degradation XII (Geobacillus)	PWY-6505
L-tryptophan degradation XIII (reductive Stickland reaction)	PWY-8017
L-tyrosine biosynthesis I	TYRSYN
L-tyrosine biosynthesis II	PWY-3461
L-tyrosine biosynthesis III	PWY-6120
L-tyrosine biosynthesis IV	PWY-6134
L-tyrosine degradation I	TYRFUMCAT-PWY
L-tyrosine degradation II	PWY-5151
L-tyrosine degradation III	PWY3O-4108
L-tyrosine degradation IV (to 4-methylphenol)	PWY-7514
L-tyrosine degradation V (reductive Stickland reaction)	PWY-8016
L-valine biosynthesis	VALSYN-PWY
L-valine degradation I	VALDEG-PWY
L-valine degradation II	PWY-5057
L-valine degradation III (oxidative Stickland reaction)	PWY-8183
labdane-type diterpenes biosynthesis	PWY-6645
labdenediol and sclareol biosynthesis	PWY18C3-18
lacinilene C biosynthesis	PWY-5828
lactate biosynthesis (archaea)	PWY-5197
lactate fermentation to acetate, CO<sub>2</sub> and hydrogen (<i>Desulfovibrionales</i>)	PWY-8377
lactate racemase nickel cofactor biosynthesis	PWY-7928
lacto-series glycosphingolipids biosynthesis	PWY-7839
lactose degradation I	LACTOSECAT-PWY
lactose degradation II	LACTOSEUTIL-PWY
lactose degradation III	BGALACT-PWY
lactucaxanthin biosynthesis	PWY-5175
&lambda;-carrageenan degradation	PWY-6817
laminaribiose degradation	PWY-6778
lampranthin biosynthesis	PWY-7265
lanosterol biosynthesis	PWY-6132
lathyrine biosynthesis	PWY-1
lauryl-hydroxychlorobactene glucoside biosynthesis	PWY-7940
lawsone biosynthesis	PWY-5801
leinamycin biosynthesis	PWY-8343
leporin B biosynthesis	PWY-8370
leucine-derived hydroxynitrile glucoside biosynthesis	PWY-8081
leucodelphinidin biosynthesis	PWY-5152
leucopelargonidin and leucocyanidin biosynthesis	PWY1F-823
leukotriene biosynthesis	PWY66-375
levopimaric acid biosynthesis	PWY-5412
limonene degradation I (D-limonene)	PWY-5923
limonene degradation II (L-limonene)	PWY-5924
limonene degradation III (to perillate)	PWY-6526
limonene degradation IV (anaerobic)	PWY-8029
linalool biosynthesis I	PWY-7182
linamarin biosynthesis	PWY-3022
linamarin degradation	PWY-3121
lincomycin A biosynthesis	PWY-6955
linear furanocoumarin biosynthesis	PWY-5365
linezolid resistance	PWY-6828
linoleate biosynthesis I (plants)	PWY-5995
linoleate biosynthesis II (animals)	PWY-6001
linoleate biosynthesis III (cyanobacteria)	PWY-7593
linoleate metabolites biosynthesis	PWY-8395
linuron degradation	PWY-7496
linustatin bioactivation	PWY-7091
lipid A modification (glycine addition, <i>Vibrio cholerae</i>)	PWY2G6Z-4
lipid A-core biosynthesis (<i>Brucella</i>)	PWY2B4Q-8
lipid A-core biosynthesis (<i>E. coli</i> K-12)	LIPA-CORESYN-PWY
lipid A-core biosynthesis (<i>H. pylori</i>)	PWY2DNV-4
lipid A-core biosynthesis (<i>P. gingivalis</i>)	PWY-8248
lipid A-core biosynthesis (<i>Salmonella</i>)	PWY1R65-1
lipid IV<sub>A</sub> biosynthesis (2,3-diamino-2,3-dideoxy-D-glucopyranose-containing)	PWY2B4Q-4
lipid IV<sub>A</sub> biosynthesis (<i>E. coli</i>)	NAGLIPASYN-PWY
lipid IV<sub>A</sub> biosynthesis (generic)	PWY-8283
lipid IV<sub>A</sub> biosynthesis (<i>H. pylori</i>)	PWYI-14
lipid IV<sub>A</sub> biosynthesis (<i>P. gingivalis</i>)	PWY-8245
lipid IV<sub>A</sub> biosynthesis (<i>P. putida</i>)	PWY-8073
lipid IV<sub>A</sub> biosynthesis (<i>Vibrio cholerae</i> serogroup O1 El Tor)	PWY2G6Z-2
lipoate biosynthesis and incorporation I	PWY0-501
lipoate biosynthesis and incorporation II	PWY0-1275
lipoate biosynthesis and incorporation III (Bacillus)	PWY-6987
lipoate biosynthesis and incorporation IV (yeast)	PWY-7382
lipoate biosynthesis and incorporation V (mammals)	PWY0-501-1
lipoate salvage I	PWY0-522
lipoate salvage II	PWY-6984
lipoprotein posttranslational modification (Gram-negative bacteria)	PWY-7884
lipoxin biosynthesis	PWY66-392
lolitrem B biosynthesis	PWY-7572
long chain fatty acid ester synthesis (engineered)	PWY-6873
long-chain fatty acid activation	PWY-5143
long-chain polyamine biosynthesis	PWY-8115
lotaustralin biosynthesis	PWY-5990
lotaustralin degradation	PWY-6002
lovastatin biosynthesis	PWY-7535
lupanine biosynthesis	PWY-5468
lupeol biosynthesis	PWY-112
lupinate biosynthesis	PWY-5967
lupulone and humulone biosynthesis	PWY-5132
lutein biosynthesis	PWY-5947
luteolin biosynthesis	PWY-5060
luteolin glycosides biosynthesis	PWY-6239
luteolin triglucuronide biosynthesis	PWY-7444
luteolin triglucuronide degradation	PWY-7445
luteolinidin 5-<i>O</i>-glucoside biosynthesis	PWY-7252
lychnose and isolychnose biosynthesis	PWY-6524
lycopadiene biosynthesis	PWY-7943
lyngbyatoxin biosynthesis	PWY-7708
<I>m</I>-cresol degradation	M-CRESOL-DEGRADATION-PWY
<i>m</i>-xylene degradation (anaerobic)	PWY-142
maackiain conjugates interconversion	PWY-2701
macrocyclic archaeol phospholipid biosynthesis	PWY-8415
magnoflorine biosynthesis	PWY-5876
malate/L-aspartate shuttle pathway	MALATE-ASPARTATE-SHUTTLE-PWY
malbrancheamide biosynthesis	PWY-8345
malonate decarboxylase activation	PWY-5796
malonate degradation I (biotin-independent)	PWY-5794
malonate degradation II (biotin-dependent)	PWY-6060
maltose degradation	MALTOSECAT-PWY
mammalian high-mannose <i>N</i>-glycan degradation	PWY-8436
mandelate degradation I	PWY-1501
mandelate degradation to acetyl-CoA	PWY-6957
manganese oxidation I	PWY-6591
manganese oxidation II	PWY-6592
mangrove triterpenoid biosynthesis	PWY-6109
mannitol biosynthesis	PWY-3881
mannitol cycle	PWY-6531
mannitol degradation I	MANNIDEG-PWY
mannitol degradation II	PWY-3861
mannojirimycin biosynthesis	PWY-7531
mannopine and agropine biosynthesis	PWY-8449
mannosylerythritol lipids biosynthesis	PWY-8371
mannosylfructose biosynthesis	PWY-6116
mannosylglucosylglycerate biosynthesis I	PWY-6686
mannosylglucosylglycerate biosynthesis II	PWY-6687
mannosylglycerate biosynthesis I	PWY-5656
mannosylglycerate biosynthesis II	PWY-5658
maresin biosynthesis	PWY-8356
marneral biosynthesis	PWY-6005
matairesinol biosynthesis	PWY-5466
maysin biosynthesis	PWY-5793
medicarpin conjugates interconversion	PWY-2561
megalomicin A biosynthesis	PWY-7109
melamine degradation	PWY-5170
melatonin degradation I	PWY-6398
melatonin degradation II	PWY-6399
melatonin degradation III	PWY-6400
meleagrin biosynthesis	PWY-7607
melibiose degradation	PWY0-1301
menaquinol-10 biosynthesis	PWY-5890
menaquinol-11 biosynthesis	PWY-5891
menaquinol-12 biosynthesis	PWY-5892
menaquinol-13 biosynthesis	PWY-5895
menaquinol-4 biosynthesis I	PWY-7996
menaquinol-4 biosynthesis II	PWY-7998
menaquinol-6 biosynthesis	PWY-5849
menaquinol-7 biosynthesis	PWY-5839
menaquinol-8 biosynthesis	MENAQUINONESYN-PWY
menaquinol-9 biosynthesis	PWY-5844
menthol biosynthesis	PWY-3061
mercaptosuccinate degradation	PWY-7582
<i>meso</i>-butanediol biosynthesis I	PWY-6391
<i>meso</i>-butanediol biosynthesis II	PWY-6392
<i>meta</i> cleavage pathway of aromatic compounds	PWY-5430
methane oxidation to methanol I	PWY-1641
methane oxidation to methanol II	PWY-6742
methanesulfonate degradation	PWY-6044
<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	PWY-6146
methanofuran biosynthesis	PWY-5254
methanogenesis from acetate	METH-ACETATE-PWY
methanogenesis from dimethylamine	PWY-5248
methanogenesis from dimethylsulfide	PWY-5258
methanogenesis from glycine betaine	PWY-8107
methanogenesis from H<SUB>2</SUB> and CO<SUB>2</SUB>	METHANOGENESIS-PWY
methanogenesis from methanethiol	PWY-5259
methanogenesis from methanol	CO2FORM-PWY
methanogenesis from methoxylated aromatic compounds	PWY-8304
methanogenesis from methylamine	PWY-5247
methanogenesis from methylthiopropanoate	PWY-5260
methanogenesis from tetramethylammonium	PWY-5261
methanogenesis from trimethylamine	PWY-5250
methanol and methylamine oxidation to formaldehyde	PWY-1701
methanol oxidation to carbon dioxide	PWY-7616
methanol oxidation to formaldehyde I	PWY-6966
methanol oxidation to formaldehyde II	PWY-6510
methanol oxidation to formaldehyde III	PWY-6509
methanol oxidation to formaldehyde IV	PWY-5506
methiin metabolism	PWY-7614
methoxylated aromatic compound degradation I	PWY-8306
methoxylated aromatic compound degradation II	PWY-8305
methyl indole-3-acetate interconversion	PWY-6303
methyl ketone biosynthesis (engineered)	PWY-7007
methyl parathion degradation	PWY-5489
methyl phomopsenoate biosynthesis	PWY-7721
methyl <i>tert</i>-butyl ether degradation	PWY-7779
methyl-coenzyme M oxidation to CO<sub>2</sub> I	PWY-5209
methyl-coenzyme M oxidation to CO<sub>2</sub> II	PWY2OBG-1
methyl-coenzyme M reduction to methane	METHFORM-PWY
methylamine degradation I	PWY-6967
methylamine degradation II	PWY-6965
methylarsonous acid detoxification I	PWY-8267
methylarsonous acid detoxification II	PWY-8268
methylarsonous acid detoxification III	PWY-8269
methylaspartate cycle	PWY-6728
methylbutenol biosynthesis	PWY-6913
methylerythritol phosphate pathway I	NONMEVIPP-PWY
methylerythritol phosphate pathway II	PWY-7560
methylgallate degradation	METHYLGALLATE-DEGRADATION-PWY
methylglyoxal degradation I	PWY-5386
methylglyoxal degradation II	PWY-5462
methylglyoxal degradation III	PWY-5453
methylglyoxal degradation IV	PWY-5459
methylglyoxal degradation IX	PWY-8458
methylglyoxal degradation V	PWY-5458
methylglyoxal degradation VI	MGLDLCTANA-PWY
methylglyoxal degradation VII	PWY-5456
methylglyoxal degradation VIII	PWY-5386-1
methylhalides biosynthesis (plants)	PWY-6730
methylphosphonate biosynthesis	PWY-8067
methylphosphonate degradation I	PWY0-1533
methylphosphonate degradation II	PWY-7399
methylphosphonate degradation III	PWY-8066
methylquercetin biosynthesis	PWY-6064
methylsalicylate biosynthesis	PWY18C3-22
methylsalicylate degradation	PWY-6184
methylsalicylate degradation	PWY18C3-24
